Date,Adj Close,Volume
2023-03-02,58.35448455810547,11758300
2023-03-03,58.08088684082031,13101800
2023-03-06,58.979854583740234,16282700
2023-03-07,58.637855529785156,13961200
2023-03-08,58.66716766357422,10851600
2023-03-09,58.10042953491211,13900900
2023-03-10,57.856143951416016,13745800
2023-03-13,58.44242858886719,21956000
2023-03-14,58.65739822387695,19496900
2023-03-15,59.048248291015625,21089900
2023-03-16,59.3731803894043,15658300
2023-03-17,59.09748077392578,27351200
2023-03-20,59.6685676574707,12904100
