Date,Adj Close,Volume
2023-03-02,22.127403259277344,9871400
2023-03-03,22.572078704833984,7674600
2023-03-06,22.533411026000977,7120300
2023-03-07,21.653730392456055,9243500
2023-03-08,21.035051345825195,14364400
2023-03-09,20.156965255737305,14824900
2023-03-10,19.786216735839844,23657200
2023-03-13,18.391035079956055,41541700
2023-03-14,18.498355865478516,27123800
2023-03-15,17.220252990722656,31085300
2023-03-16,18.156879425048828,31920300
2023-03-17,17.454408645629883,40250900
2023-03-20,17.639781951904297,21455400
