Date,Adj Close,Volume
2023-03-02,105.24423217773438,618300
2023-03-03,106.56719207763672,706600
2023-03-06,105.69837951660156,1055000
2023-03-07,104.1878433227539,1058800
2023-03-08,105.17512512207031,1300100
2023-03-09,98.84664916992188,2426000
2023-03-10,93.64366912841797,2824300
2023-03-13,88.17413330078125,5039500
2023-03-14,91.1458511352539,3508300
2023-03-15,86.05147552490234,2536700
2023-03-16,88.32222747802734,2101200
2023-03-17,86.90054321289062,3164900
2023-03-20,90.7114486694336,2616900
