Date,Adj Close,Volume
2023-03-02,146.61839294433594,3523000
2023-03-03,149.20449829101562,2465800
2023-03-06,148.9995574951172,2454200
2023-03-07,142.20733642578125,3520400
2023-03-08,141.63156127929688,2574700
2023-03-09,134.5465545654297,4320000
2023-03-10,133.8536834716797,6957800
2023-03-13,126.9248275756836,14700700
2023-03-14,127.38349914550781,8289500
2023-03-15,122.03560638427734,7609800
2023-03-16,126.98338317871094,7677700
2023-03-17,120.73766326904297,9095300
2023-03-20,124.2801513671875,5179800
