Date,Adj Close,Volume
2023-03-02,283.75604248046875,1498700
2023-03-03,283.1443176269531,2179000
2023-03-06,284.6242980957031,1316300
2023-03-07,279.1545715332031,1234600
2023-03-08,276.77642822265625,1317800
2023-03-09,269.4537048339844,1807200
2023-03-10,273.12994384765625,2599900
2023-03-13,270.5635070800781,1404300
2023-03-14,269.6518859863281,1731200
2023-03-15,267.89801025390625,1585000
2023-03-16,271.9309387207031,1473000
2023-03-17,266.9963073730469,3738100
2023-03-20,270.4148864746094,1626400
